NB_accuracy,NB_precision,NB_recall,NB_fmeasure,NB_roc_auc,KNN_accuracy,KNN_precision,KNN_recall,KNN_fmeasure,KNN_roc_auc,MLP_accuracy,MLP_precision,MLP_recall,MLP_fmeasure,MLP_roc_auc,RF_accuracy,RF_precision,RF_recall,RF_fmeasure,RF_roc_auc,DT_accuracy,DT_precision,DT_recall,DT_fmeasure,DT_roc_auc
0.532727272727273,0.522772277227723,0.942857142857143,0.672611464968153,0.683948412698413,0.758181818181818,0.759717314487632,0.767857142857143,0.763765541740675,0.831283068783069,0.650909090909091,0.645695364238411,0.696428571428571,0.670103092783505,0.698835978835979,0.72,0.723404255319149,0.728571428571429,0.725978647686833,0.829669312169312,0.725454545454545,0.734545454545455,0.721428571428571,0.727927927927928,0.726071428571429
0.563636363636364,0.54,0.964285714285714,0.692307692307692,0.718240740740741,0.745454545454545,0.75,0.75,0.75,0.826428571428571,0.712727272727273,0.688271604938272,0.796428571428571,0.73841059602649,0.756382275132275,0.725454545454545,0.749034749034749,0.692857142857143,0.719851576994434,0.814768518518518,0.707272727272727,0.711743772241993,0.714285714285714,0.71301247771836,0.712599206349206
0.538181818181818,0.526530612244898,0.921428571428571,0.67012987012987,0.70281746031746,0.794545454545455,0.812734082397004,0.775,0.793418647166362,0.836554232804233,0.721818181818182,0.81592039800995,0.585714285714286,0.681912681912682,0.771210317460317,0.761818181818182,0.767025089605735,0.764285714285714,0.765652951699463,0.842956349206349,0.718181818181818,0.743190661478599,0.682142857142857,0.711359404096834,0.720958994708995
0.563636363636364,0.540160642570281,0.960714285714286,0.691516709511568,0.702466931216931,0.74,0.742049469964664,0.75,0.746003552397869,0.812261904761905,0.654545454545455,0.708333333333333,0.546428571428571,0.616935483870968,0.712996031746032,0.714545454545455,0.732075471698113,0.692857142857143,0.711926605504587,0.815231481481481,0.729090909090909,0.736462093862816,0.728571428571429,0.732495511669659,0.733306878306878
0.563636363636364,0.540160642570281,0.960714285714286,0.691516709511568,0.761474867724868,0.776363636363636,0.783393501805054,0.775,0.779174147217235,0.87207671957672,0.7,0.783251231527094,0.567857142857143,0.658385093167702,0.74510582010582,0.774545454545455,0.795454545454545,0.75,0.772058823529412,0.876560846560846,0.727272727272727,0.740740740740741,0.714285714285714,0.727272727272727,0.725925925925926
0.556363636363636,0.5375,0.921428571428571,0.678947368421053,0.713406084656085,0.747272727272727,0.760147601476015,0.735714285714286,0.747731397459165,0.840343915343915,0.74,0.743772241992883,0.746428571428571,0.745098039215686,0.771025132275132,0.747272727272727,0.766037735849057,0.725,0.744954128440367,0.834530423280423,0.709090909090909,0.70979020979021,0.725,0.717314487632509,0.707777777777778
0.549090909090909,0.532388663967611,0.939285714285714,0.679586563307493,0.729391534391534,0.781818181818182,0.791970802919708,0.775,0.783393501805054,0.859206349206349,0.730909090909091,0.789473684210526,0.642857142857143,0.708661417322835,0.784867724867725,0.761818181818182,0.759581881533101,0.778571428571429,0.768959435626102,0.861752645502646,0.709090909090909,0.715827338129496,0.710714285714286,0.71326164874552,0.711051587301587
0.54,0.526627218934911,0.953571428571429,0.678526048284625,0.706699735449735,0.701818181818182,0.7,0.725,0.712280701754386,0.79952380952381,0.732727272727273,0.747211895910781,0.717857142857143,0.73224043715847,0.752850529100529,0.725454545454545,0.741573033707865,0.707142857142857,0.723948811700183,0.826117724867725,0.721818181818182,0.727598566308244,0.725,0.726296958855098,0.725608465608466
0.538181818181818,0.526732673267327,0.94661921708185,0.676844783715013,0.694155234227202,0.729090909090909,0.74812030075188,0.708185053380783,0.727605118829982,0.803430393311196,0.712727272727273,0.733840304182509,0.686832740213523,0.709558823529412,0.761717974837609,0.74,0.707831325301205,0.836298932384342,0.766721044045677,0.834975988569765,0.716363636363636,0.734082397003745,0.697508896797153,0.715328467153285,0.718279114685999
0.552727272727273,0.535496957403651,0.939501779359431,0.682170542635659,0.734061834393893,0.765454545454545,0.792307692307692,0.733096085409253,0.761552680221811,0.849806188731164,0.769090909090909,0.796153846153846,0.736654804270463,0.765249537892791,0.806909735543531,0.787272727272727,0.75,0.875444839857651,0.807881773399015,0.879221844448266,0.732727272727273,0.75187969924812,0.711743772241993,0.731261425959781,0.732123721705539
