A_deg_centrality,A_in_deg_centrality,A_out_deg_centrality,A_eigen_centrality,A_between_centrality,A_constraint_centrality,A_effective_net_size,A_hubs_centrality,A_author_centrality,B_deg_centrality,B_in_deg_centrality,B_out_deg_centrality,B_eigen_centrality,B_between_centrality,B_constraint_centrality,B_effective_net_size,B_hubs_centrality,B_author_centrality,class
0.08016032064128256,0.04609218436873747,0.03406813627254509,0.07334077089019511,0.0012159051643459173,0.03406813627254509,36.6125,0.0,0.00799457835024199,0.07414829659318636,0.03406813627254509,0.04008016032064128,0.05309103035779271,0.0010590200336648157,0.04008016032064128,30.608108108108105,0.0023033132245921717,0.006180831963999018,0
0.08016032064128256,0.04609218436873747,0.03406813627254509,0.07334077089019511,0.0012159051643459173,0.03406813627254509,36.6125,0.0,0.00799457835024199,0.05611222444889779,0.03607214428857715,0.02004008016032064,0.05740205769592067,0.0005538994322507397,0.02004008016032064,25.000000000000004,0.0005764748508025365,0.0047345448271112105,0
0.08016032064128256,0.04609218436873747,0.03406813627254509,0.07334077089019511,0.0012159051643459173,0.03406813627254509,36.6125,0.0,0.00799457835024199,0.06813627254509018,0.038076152304609215,0.03006012024048096,0.06396922752070248,0.0008291688561075633,0.03006012024048096,30.058823529411764,0.005003736598514031,0.0,0
0.08016032064128256,0.04609218436873747,0.03406813627254509,0.07334077089019511,0.0012159051643459173,0.03406813627254509,36.6125,0.0,0.00799457835024199,0.06412825651302605,0.03607214428857715,0.028056112224448895,0.062242224015748554,0.0009602286408702083,0.028056112224448895,27.3125,0.0002998639418156622,0.0070739700070079695,0
0.08016032064128256,0.04609218436873747,0.03406813627254509,0.07334077089019511,0.0012159051643459173,0.03406813627254509,36.6125,0.0,0.00799457835024199,0.08016032064128256,0.04008016032064128,0.04008016032064128,0.06617318572742745,0.0013826716707306963,0.04008016032064128,33.75000000000001,0.0034086405349487824,0.004149602901504254,1
0.08016032064128256,0.04609218436873747,0.03406813627254509,0.07334077089019511,0.0012159051643459173,0.03406813627254509,36.6125,0.0,0.00799457835024199,0.08416833667334668,0.044088176352705406,0.04008016032064128,0.07284326179846519,0.0016441630576872585,0.04008016032064128,37.33333333333333,0.0028291680628074393,0.005411255946193614,0
0.08016032064128256,0.04609218436873747,0.03406813627254509,0.07334077089019511,0.0012159051643459173,0.03406813627254509,36.6125,0.0,0.00799457835024199,0.08016032064128256,0.044088176352705406,0.03607214428857715,0.06710313026315612,0.001143307995666626,0.03607214428857715,35.875,0.006410564638099145,0.0013340300309824498,0
0.08016032064128256,0.04609218436873747,0.03406813627254509,0.07334077089019511,0.0012159051643459173,0.03406813627254509,36.6125,0.0,0.00799457835024199,0.1002004008016032,0.04609218436873747,0.05410821643286573,0.07826232327219902,0.00338639525496307,0.05410821643286573,42.32,0.005930422001027859,0.00607414779138639,1
0.08016032064128256,0.04609218436873747,0.03406813627254509,0.07334077089019511,0.0012159051643459173,0.03406813627254509,36.6125,0.0,0.00799457835024199,0.058116232464929855,0.03406813627254509,0.024048096192384766,0.05654053330913033,0.0006401922143000498,0.024048096192384766,26.155172413793103,0.0016991076310013658,0.004417762857048204,1
0.08016032064128256,0.04609218436873747,0.03406813627254509,0.07334077089019511,0.0012159051643459173,0.03406813627254509,36.6125,0.0,0.00799457835024199,0.09218436873747494,0.044088176352705406,0.04809619238476953,0.06972978611459638,0.001918027076399546,0.04809619238476953,38.793478260869556,0.004848042207260275,0.0031452414734421574,0
