NB_accuracy,NB_precision,NB_recall,NB_fmeasure,NB_roc_auc,KNN_accuracy,KNN_precision,KNN_recall,KNN_fmeasure,KNN_roc_auc,MLP_accuracy,MLP_precision,MLP_recall,MLP_fmeasure,MLP_roc_auc,RF_accuracy,RF_precision,RF_recall,RF_fmeasure,RF_roc_auc,DT_accuracy,DT_precision,DT_recall,DT_fmeasure,DT_roc_auc
0.4834710743801653,0.49774774774774777,0.8911290322580645,0.638728323699422,0.45519238655002736,0.4731404958677686,0.48535564853556484,0.46774193548387094,0.4763860369609856,0.4649398578458173,0.5082644628099173,0.5126903553299492,0.8145161290322581,0.6292834890965732,0.4931742072170585,0.5041322314049587,0.5099009900990099,0.8306451612903226,0.6319018404907976,0.4670841306724986,0.49793388429752067,0.5108225108225108,0.47580645161290325,0.49269311064718163,0.49843664570803714
0.506198347107438,0.5113924050632911,0.8145161290322581,0.6283048211508553,0.5003417167851285,0.5268595041322314,0.5363984674329502,0.5645161290322581,0.5500982318271119,0.5195120284308365,0.5165289256198347,0.52,0.7338709677419355,0.6086956521739131,0.4705269272826681,0.5,0.5072463768115942,0.8467741935483871,0.6344410876132931,0.49011584199015856,0.4524793388429752,0.46586345381526106,0.46774193548387094,0.4668008048289738,0.4520913067249863
0.5103305785123967,0.5138539042821159,0.8225806451612904,0.6325581395348837,0.5104052761071625,0.5,0.512,0.5161290322580645,0.5140562248995985,0.49381492618917444,0.5041322314049587,0.5090497737556561,0.907258064516129,0.6521739130434782,0.5219211317659924,0.4834710743801653,0.4976303317535545,0.8467741935483871,0.626865671641791,0.48083823127392017,0.4607438016528926,0.4711111111111111,0.4274193548387097,0.44820295983086683,0.46359007654455986
0.48760330578512395,0.5,0.7540322580645161,0.6012861736334406,0.46980932203389825,0.5020661157024794,0.5134099616858238,0.5403225806451613,0.5265225933202357,0.502178444505194,0.5206611570247934,0.520618556701031,0.8145161290322581,0.6352201257861636,0.5129339803171131,0.4793388429752066,0.495,0.7983870967741935,0.611111111111111,0.45059629579004923,0.4896694214876033,0.5019455252918288,0.5201612903225806,0.510891089108911,0.4888942044833242
0.5433884297520661,0.5343511450381679,0.8467741935483871,0.6552262090483618,0.5677453526517222,0.5041322314049587,0.5158730158730159,0.5241935483870968,0.52,0.5105590486604702,0.518595041322314,0.5157232704402516,0.9919354838709677,0.6786206896551723,0.5223824494259157,0.4896694214876033,0.5012531328320802,0.8064516129032258,0.6182380216383307,0.47648988518316016,0.45041322314049587,0.4594594594594595,0.4112903225806452,0.4340425531914894,0.4531506287588847
0.5144628099173554,0.5163727959697733,0.8266129032258065,0.6356589147286821,0.4982230727173319,0.5103305785123967,0.5220883534136547,0.5241935483870968,0.5231388329979879,0.49542953799890654,0.5247933884297521,0.5202702702702703,0.9314516129032258,0.6676300578034682,0.5294559868780755,0.512396694214876,0.5144230769230769,0.8629032258064516,0.644578313253012,0.464444368507381,0.48760330578512395,0.5,0.4475806451612903,0.4723404255319149,0.4882962001093494
0.5144628099173554,0.5158924205378973,0.8508064516129032,0.6423135464231355,0.5280378622197922,0.47520661157024796,0.488,0.49193548387096775,0.4899598393574297,0.4772587479496993,0.512396694214876,0.5125,0.9919354838709677,0.6758241758241758,0.5310620557681793,0.5041322314049587,0.5091324200913242,0.8991935483870968,0.6501457725947521,0.47209028157463095,0.44834710743801653,0.46184738955823296,0.4637096774193548,0.4627766599597586,0.45188627665390924
0.5082644628099173,0.5126903553299492,0.8145161290322581,0.6292834890965732,0.5213231273920176,0.49173553719008267,0.5038759689922481,0.5241935483870968,0.5138339920948617,0.47358529250956805,0.5330578512396694,0.5243362831858407,0.9556451612903226,0.677142857142857,0.5216306724986332,0.506198347107438,0.5105386416861827,0.8790322580645161,0.6459259259259259,0.4902610716238381,0.4731404958677686,0.48616600790513836,0.4959677419354839,0.4910179640718563,0.47330337616183704
0.5113871635610766,0.5146666666666667,0.7813765182186235,0.6205787781350482,0.4930264873396007,0.4886128364389234,0.5,0.5546558704453441,0.525911708253359,0.4826648596719962,0.505175983436853,0.508695652173913,0.9473684210526315,0.6619519094766619,0.5078998833459136,0.5072463768115942,0.5105386416861827,0.8825910931174089,0.6468842729970327,0.4881716187469978,0.474120082815735,0.48497854077253216,0.4574898785425101,0.47083333333333327,0.4763861250257325
0.474120082815735,0.488,0.49193548387096775,0.4899598393574297,0.46370967741935487,0.5238095238095238,0.5338345864661654,0.5725806451612904,0.5525291828793775,0.5215854495538779,0.4886128364389234,0.501577287066246,0.6411290322580645,0.5628318584070796,0.48689945092656145,0.4824016563146998,0.4967105263157895,0.6088709677419355,0.5471014492753624,0.49782944406314344,0.5093167701863354,0.5287958115183246,0.40725806451612906,0.4601366742596811,0.5214910775566233
