A_in_deg_centrality,B_in_deg_centrality,A_out_deg_centrality,B_out_deg_centrality,A_eigen_centrality,B_eigen_centrality,A_between_centrality,B_between_centrality,A_constraint_centrality,B_constraint_centrality,A_effective_net_size,B_effective_net_size,A_hubs_centrality,B_hubs_centrality,A_author_centrality,B_author_centrality,class
0.04609218436873747,0.03406813627254509,0.03406813627254509,0.04008016032064128,0.07334077089019511,0.05309103035779271,0.0012159051643459173,0.0010590200336648157,0.03406813627254509,0.04008016032064128,36.6125,30.608108108108105,0.0,0.0023033132245921717,0.00799457835024199,0.006180831963999018,0
0.04609218436873747,0.03607214428857715,0.03406813627254509,0.02004008016032064,0.07334077089019511,0.05740205769592067,0.0012159051643459173,0.0005538994322507397,0.03406813627254509,0.02004008016032064,36.6125,25.000000000000004,0.0,0.0005764748508025365,0.00799457835024199,0.0047345448271112105,0
0.04609218436873747,0.038076152304609215,0.03406813627254509,0.03006012024048096,0.07334077089019511,0.06396922752070248,0.0012159051643459173,0.0008291688561075633,0.03406813627254509,0.03006012024048096,36.6125,30.058823529411764,0.0,0.005003736598514031,0.00799457835024199,0.0,0
0.04609218436873747,0.03607214428857715,0.03406813627254509,0.028056112224448895,0.07334077089019511,0.062242224015748554,0.0012159051643459173,0.0009602286408702083,0.03406813627254509,0.028056112224448895,36.6125,27.3125,0.0,0.0002998639418156622,0.00799457835024199,0.0070739700070079695,0
0.04609218436873747,0.04008016032064128,0.03406813627254509,0.04008016032064128,0.07334077089019511,0.06617318572742745,0.0012159051643459173,0.0013826716707306963,0.03406813627254509,0.04008016032064128,36.6125,33.75000000000001,0.0,0.0034086405349487824,0.00799457835024199,0.004149602901504254,1
0.04609218436873747,0.044088176352705406,0.03406813627254509,0.04008016032064128,0.07334077089019511,0.07284326179846519,0.0012159051643459173,0.0016441630576872585,0.03406813627254509,0.04008016032064128,36.6125,37.33333333333333,0.0,0.0028291680628074393,0.00799457835024199,0.005411255946193614,0
0.04609218436873747,0.044088176352705406,0.03406813627254509,0.03607214428857715,0.07334077089019511,0.06710313026315612,0.0012159051643459173,0.001143307995666626,0.03406813627254509,0.03607214428857715,36.6125,35.875,0.0,0.006410564638099145,0.00799457835024199,0.0013340300309824498,0
0.04609218436873747,0.04609218436873747,0.03406813627254509,0.05410821643286573,0.07334077089019511,0.07826232327219902,0.0012159051643459173,0.00338639525496307,0.03406813627254509,0.05410821643286573,36.6125,42.32,0.0,0.005930422001027859,0.00799457835024199,0.00607414779138639,1
0.04609218436873747,0.03406813627254509,0.03406813627254509,0.024048096192384766,0.07334077089019511,0.05654053330913033,0.0012159051643459173,0.0006401922143000498,0.03406813627254509,0.024048096192384766,36.6125,26.155172413793103,0.0,0.0016991076310013658,0.00799457835024199,0.004417762857048204,1
0.04609218436873747,0.044088176352705406,0.03406813627254509,0.04809619238476953,0.07334077089019511,0.06972978611459638,0.0012159051643459173,0.001918027076399546,0.03406813627254509,0.04809619238476953,36.6125,38.793478260869556,0.0,0.004848042207260275,0.00799457835024199,0.0031452414734421574,0
0.04609218436873747,0.04208416833667334,0.03406813627254509,0.03206412825651302,0.07334077089019511,0.06987111009725398,0.0012159051643459173,0.0011053453185104342,0.03406813627254509,0.03206412825651302,36.6125,29.905405405405407,0.0,0.00514321826334086,0.00799457835024199,0.002014009688530471,0
0.04609218436873747,0.0501002004008016,0.03406813627254509,0.038076152304609215,0.07334077089019511,0.08235454537648802,0.0012159051643459173,0.0016654760092898234,0.03406813627254509,0.038076152304609215,36.6125,39.23863636363638,0.0,0.0028793965281740186,0.00799457835024199,0.006459168711344,0
0.04609218436873747,0.03607214428857715,0.03406813627254509,0.04809619238476953,0.07334077089019511,0.06056991738566308,0.0012159051643459173,0.0021408697221964494,0.03406813627254509,0.04809619238476953,36.6125,37.33333333333333,0.0,0.006961725865137122,0.00799457835024199,0.0008899911086860811,1
0.04609218436873747,0.044088176352705406,0.03406813627254509,0.04008016032064128,0.07334077089019511,0.0770149745378665,0.0012159051643459173,0.0012183219493596433,0.03406813627254509,0.04008016032064128,36.6125,34.297619047619044,0.0,0.005425451917870358,0.00799457835024199,0.0041630694127244815,0
0.04609218436873747,0.028056112224448895,0.03406813627254509,0.03406813627254509,0.07334077089019511,0.05235477353984144,0.0012159051643459173,0.001297279265578565,0.03406813627254509,0.03406813627254509,36.6125,26.16129032258064,0.0,0.0024897016625040737,0.00799457835024199,0.0030088694112924887,1
0.04609218436873747,0.03607214428857715,0.03406813627254509,0.04008016032064128,0.07334077089019511,0.05863056100433589,0.0012159051643459173,0.0013815400199448122,0.03406813627254509,0.04008016032064128,36.6125,32.368421052631575,0.0,0.0076601865901678124,0.00799457835024199,0.002184033139992463,1
0.04609218436873747,0.04609218436873747,0.03406813627254509,0.052104208416833664,0.07334077089019511,0.07306883080334126,0.0012159051643459173,0.002348150765321447,0.03406813627254509,0.052104208416833664,36.6125,42.59183673469387,0.0,0.007477735242833255,0.00799457835024199,0.0030091316802391887,0
0.03406813627254509,0.03607214428857715,0.04008016032064128,0.03406813627254509,0.05309103035779271,0.055776079587901185,0.0010590200336648157,0.00130111312611755,0.04008016032064128,0.03406813627254509,30.608108108108105,30.7,0.0023033132245921717,0.0011323164394890822,0.006180831963999018,0.003065686302048072,0
0.03406813627254509,0.04008016032064128,0.04008016032064128,0.04609218436873747,0.05309103035779271,0.06263599964434562,0.0010590200336648157,0.0015433419887905526,0.04008016032064128,0.04609218436873747,30.608108108108105,37.67441860465116,0.0023033132245921717,0.007233082914568783,0.006180831963999018,0.003259851079978919,1
0.03406813627254509,0.04208416833667334,0.04008016032064128,0.038076152304609215,0.05309103035779271,0.0688558720361075,0.0010590200336648157,0.0012892534052667197,0.04008016032064128,0.038076152304609215,30.608108108108105,32.01249999999999,0.0023033132245921717,0.007089421515259199,0.006180831963999018,0.0020734723832656924,1
0.03406813627254509,0.05611222444889779,0.04008016032064128,0.03607214428857715,0.05309103035779271,0.09233920703576483,0.0010590200336648157,0.0030578982814725496,0.04008016032064128,0.03607214428857715,30.608108108108105,38.8695652173913,0.0023033132245921717,0.0044633169501090844,0.006180831963999018,0.0032941623722202327,0
0.03406813627254509,0.06012024048096192,0.04008016032064128,0.05410821643286573,0.05309103035779271,0.10441863816795902,0.0010590200336648157,0.00269934618634134,0.04008016032064128,0.05410821643286573,30.608108108108105,46.82456140350877,0.0023033132245921717,0.0061148265138713225,0.006180831963999018,0.004061910516629959,1
0.03406813627254509,0.044088176352705406,0.04008016032064128,0.04208416833667334,0.05309103035779271,0.07021395764721855,0.0010590200336648157,0.0013509148934810733,0.04008016032064128,0.04208416833667334,30.608108108108105,37.53488372093024,0.0023033132245921717,0.00824898341195634,0.006180831963999018,0.004615424819907343,1
0.03406813627254509,0.04008016032064128,0.04008016032064128,0.038076152304609215,0.05309103035779271,0.0613156958821527,0.0010590200336648157,0.0011629249067980844,0.04008016032064128,0.038076152304609215,30.608108108108105,32.56410256410256,0.0023033132245921717,0.005863132416343927,0.006180831963999018,0.0020408543603130033,0
0.03406813627254509,0.038076152304609215,0.04008016032064128,0.04008016032064128,0.05309103035779271,0.06122199148890155,0.0010590200336648157,0.0011085933574001305,0.04008016032064128,0.04008016032064128,30.608108108108105,32.12820512820512,0.0023033132245921717,0.005318574992993918,0.006180831963999018,0.004413658192370081,0
0.03406813627254509,0.03206412825651302,0.04008016032064128,0.03607214428857715,0.05309103035779271,0.05185335321487448,0.0010590200336648157,0.0013802458844850405,0.04008016032064128,0.03607214428857715,30.608108108108105,30.470588235294105,0.0023033132245921717,0.005828763386593524,0.006180831963999018,0.0015617316861765568,0
0.03406813627254509,0.04609218436873747,0.04008016032064128,0.03206412825651302,0.05309103035779271,0.07693573067715069,0.0010590200336648157,0.001488654441290913,0.04008016032064128,0.03206412825651302,30.608108108108105,35.66666666666666,0.0023033132245921717,0.004934096672593452,0.006180831963999018,0.0025755346822308534,0
0.03406813627254509,0.044088176352705406,0.04008016032064128,0.03607214428857715,0.05309103035779271,0.07317723435871043,0.0010590200336648157,0.0015033886864236716,0.04008016032064128,0.03607214428857715,30.608108108108105,36.1,0.0023033132245921717,0.0025454810295386598,0.006180831963999018,0.0056928917869519865,1
0.03406813627254509,0.06613226452905811,0.04008016032064128,0.03206412825651302,0.05309103035779271,0.10401801449910114,0.0010590200336648157,0.004579975881154101,0.04008016032064128,0.03206412825651302,30.608108108108105,43.25510204081633,0.0023033132245921717,0.0030477029129538234,0.006180831963999018,0.0022784241541393482,1
0.03406813627254509,0.03206412825651302,0.04008016032064128,0.04008016032064128,0.05309103035779271,0.04830814369721854,0.0010590200336648157,0.002365543249932365,0.04008016032064128,0.04008016032064128,30.608108108108105,30.430555555555564,0.0023033132245921717,0.004543967717595706,0.006180831963999018,0.0032103921935297155,0
0.03406813627254509,0.03607214428857715,0.04008016032064128,0.04809619238476953,0.05309103035779271,0.055409503081205784,0.0010590200336648157,0.0016460836711496266,0.04008016032064128,0.04809619238476953,30.608108108108105,38.71428571428571,0.0023033132245921717,0.007283181699893048,0.006180831963999018,0.0015989916905632718,0
0.03406813627254509,0.03607214428857715,0.04008016032064128,0.04208416833667334,0.05309103035779271,0.059945489073955666,0.0010590200336648157,0.0012441029122832804,0.04008016032064128,0.04208416833667334,30.608108108108105,34.20512820512819,0.0023033132245921717,0.004296266010294474,0.006180831963999018,0.007433443192951452,1
0.03406813627254509,0.0501002004008016,0.04008016032064128,0.044088176352705406,0.05309103035779271,0.0770746229145957,0.0010590200336648157,0.0019325044781530298,0.04008016032064128,0.044088176352705406,30.608108108108105,41.617021276595764,0.0023033132245921717,0.0021561977200971957,0.006180831963999018,0.008644992130514078,0
0.03406813627254509,0.03607214428857715,0.04008016032064128,0.05410821643286573,0.05309103035779271,0.06024142907205339,0.0010590200336648157,0.0016993446486150844,0.04008016032064128,0.05410821643286573,30.608108108108105,39.099999999999994,0.0023033132245921717,0.004899836398455063,0.006180831963999018,0.002962333417699012,1
0.03406813627254509,0.03607214428857715,0.04008016032064128,0.03406813627254509,0.05309103035779271,0.06276972959787414,0.0010590200336648157,0.0012491417777975658,0.04008016032064128,0.03406813627254509,30.608108108108105,30.47142857142857,0.0023033132245921717,0.002458408589016176,0.006180831963999018,0.006315040182222721,0
0.03406813627254509,0.04609218436873747,0.04008016032064128,0.012024048096192383,0.05309103035779271,0.07618347792986734,0.0010590200336648157,0.0004761808174056178,0.04008016032064128,0.012024048096192383,30.608108108108105,25.724137931034484,0.0023033132245921717,0.0011203642675865148,0.006180831963999018,0.00861088009452345,0
0.03406813627254509,0.026052104208416832,0.04008016032064128,0.038076152304609215,0.05309103035779271,0.042315317137561245,0.0010590200336648157,0.000692890664851135,0.04008016032064128,0.038076152304609215,30.608108108108105,27.28125,0.0023033132245921717,0.006441319142129479,0.006180831963999018,0.0036522117852462598,0
0.04609218436873747,0.03006012024048096,0.03406813627254509,0.03406813627254509,0.07908512254615953,0.04889305582971168,0.0015588284882141587,0.0015734164510044421,0.03406813627254509,0.03406813627254509,35.474999999999994,29.5625,0.0033291174835319627,0.005281235089604283,0.003239710352939779,0.002720459160899664,1
0.04609218436873747,0.04609218436873747,0.03406813627254509,0.04008016032064128,0.07908512254615953,0.07248627860876561,0.0015588284882141587,0.0015249784438234743,0.03406813627254509,0.04008016032064128,35.474999999999994,38.90697674418606,0.0033291174835319627,0.004733958558885387,0.003239710352939779,0.002118616878370524,0
0.04609218436873747,0.03607214428857715,0.03406813627254509,0.03406813627254509,0.07908512254615953,0.062226233720037404,0.0015588284882141587,0.001100812274537787,0.03406813627254509,0.03406813627254509,35.474999999999994,31.399999999999995,0.0033291174835319627,0.004668529037881155,0.003239710352939779,0.0019861790810786067,1
0.04609218436873747,0.028056112224448895,0.03406813627254509,0.038076152304609215,0.07908512254615953,0.04577099433655442,0.0015588284882141587,0.00322866765137399,0.03406813627254509,0.038076152304609215,35.474999999999994,29.515151515151512,0.0033291174835319627,0.0016124562727635116,0.003239710352939779,0.005069422298084045,0
0.04609218436873747,0.026052104208416832,0.03406813627254509,0.03607214428857715,0.07908512254615953,0.04235484980943594,0.0015588284882141587,0.0006245372496329865,0.03406813627254509,0.03607214428857715,35.474999999999994,26.048387096774192,0.0033291174835319627,0.0035545327752300984,0.003239710352939779,0.004812656084926327,1
0.04609218436873747,0.04609218436873747,0.03406813627254509,0.03206412825651302,0.07908512254615953,0.07693573067715069,0.0015588284882141587,0.001488654441290913,0.03406813627254509,0.03206412825651302,35.474999999999994,35.66666666666666,0.0033291174835319627,0.004934096672593452,0.003239710352939779,0.0025755346822308534,1
0.04609218436873747,0.04008016032064128,0.03406813627254509,0.024048096192384766,0.07908512254615953,0.06805747995896609,0.0015588284882141587,0.0010266569297767252,0.03406813627254509,0.024048096192384766,35.474999999999994,27.921875,0.0033291174835319627,0.002029682101342006,0.003239710352939779,0.0036158652752138302,0
0.04609218436873747,0.044088176352705406,0.03406813627254509,0.04008016032064128,0.07908512254615953,0.07284326179846519,0.0015588284882141587,0.0016441630576872585,0.03406813627254509,0.04008016032064128,35.474999999999994,37.33333333333333,0.0033291174835319627,0.0028291680628074393,0.003239710352939779,0.005411255946193614,0
0.04609218436873747,0.04008016032064128,0.03406813627254509,0.0501002004008016,0.07908512254615953,0.06055454489257188,0.0015588284882141587,0.001686649962796244,0.03406813627254509,0.0501002004008016,35.474999999999994,39.53333333333333,0.0033291174835319627,0.0006985769105247418,0.003239710352939779,0.006430412522552886,1
0.04609218436873747,0.038076152304609215,0.03406813627254509,0.044088176352705406,0.07908512254615953,0.05259051717616551,0.0015588284882141587,0.007832803977879456,0.03406813627254509,0.044088176352705406,35.474999999999994,34.98780487804879,0.0033291174835319627,0.0026063324386756325,0.003239710352939779,0.005151819612257857,0
0.04609218436873747,0.038076152304609215,0.03406813627254509,0.028056112224448895,0.07908512254615953,0.06803092973787037,0.0015588284882141587,0.0008856846606494815,0.03406813627254509,0.028056112224448895,35.474999999999994,29.0,0.0033291174835319627,0.002718058987985932,0.003239710352939779,0.0055525766652161235,0
0.04609218436873747,0.024048096192384766,0.03406813627254509,0.03206412825651302,0.07908512254615953,0.038809854313808935,0.0015588284882141587,0.0007618062548507326,0.03406813627254509,0.03206412825651302,35.474999999999994,24.607142857142858,0.0033291174835319627,0.0,0.003239710352939779,0.002911216701642307,0
0.04609218436873747,0.044088176352705406,0.03406813627254509,0.04809619238476953,0.07908512254615953,0.06972978611459638,0.0015588284882141587,0.001918027076399546,0.03406813627254509,0.04809619238476953,35.474999999999994,38.793478260869556,0.0033291174835319627,0.004848042207260275,0.003239710352939779,0.0031452414734421574,0
0.04609218436873747,0.04609218436873747,0.03406813627254509,0.052104208416833664,0.07908512254615953,0.07306883080334126,0.0015588284882141587,0.002348150765321447,0.03406813627254509,0.052104208416833664,35.474999999999994,42.59183673469387,0.0033291174835319627,0.007477735242833255,0.003239710352939779,0.0030091316802391887,0
0.04609218436873747,0.0501002004008016,0.03406813627254509,0.03406813627254509,0.07908512254615953,0.08177672607106976,0.0015588284882141587,0.0036068124529933985,0.03406813627254509,0.03406813627254509,35.474999999999994,34.63095238095237,0.0033291174835319627,0.005709606605984211,0.003239710352939779,0.0016840730861599463,1
0.04609218436873747,0.04208416833667334,0.03406813627254509,0.04008016032064128,0.07908512254615953,0.06775299260168396,0.0015588284882141587,0.0016510194833487639,0.03406813627254509,0.04008016032064128,35.474999999999994,35.9390243902439,0.0033291174835319627,0.0019360630878165778,0.003239710352939779,0.005752449487278981,1
0.04609218436873747,0.03607214428857715,0.03406813627254509,0.028056112224448895,0.07908512254615953,0.06167029825790695,0.0015588284882141587,0.0007451526078449981,0.03406813627254509,0.028056112224448895,35.474999999999994,26.765625,0.0033291174835319627,0.004766338251220812,0.003239710352939779,0.00066285593979728,1
0.03006012024048096,0.04809619238476953,0.03406813627254509,0.052104208416833664,0.04889305582971168,0.0751806015205458,0.0015734164510044421,0.004150125756652013,0.03406813627254509,0.052104208416833664,29.5625,43.910000000000004,0.005281235089604283,0.004223228527246108,0.002720459160899664,0.007726144707439684,0
0.03006012024048096,0.04008016032064128,0.03406813627254509,0.03206412825651302,0.04889305582971168,0.06826709297423245,0.0015734164510044421,0.0011526778138557922,0.03406813627254509,0.03206412825651302,29.5625,32.30555555555556,0.005281235089604283,0.004210156773635096,0.002720459160899664,0.0044441394260251845,0
0.03006012024048096,0.04208416833667334,0.03406813627254509,0.044088176352705406,0.04889305582971168,0.06746259555443271,0.0015734164510044421,0.0017980671994368895,0.03406813627254509,0.044088176352705406,29.5625,36.674418604651166,0.005281235089604283,0.00242183236235528,0.002720459160899664,0.006379634951504103,0
0.03006012024048096,0.03006012024048096,0.03406813627254509,0.04809619238476953,0.04889305582971168,0.052361269624122145,0.0015734164510044421,0.0031509593039166675,0.03406813627254509,0.04809619238476953,29.5625,34.935897435897424,0.005281235089604283,0.006189696480871987,0.002720459160899664,0.0016067517088712744,0
0.03006012024048096,0.03206412825651302,0.03406813627254509,0.03607214428857715,0.04889305582971168,0.05185335321487448,0.0015734164510044421,0.0013802458844850405,0.03406813627254509,0.03607214428857715,29.5625,30.470588235294105,0.005281235089604283,0.005828763386593524,0.002720459160899664,0.0015617316861765568,1
0.03006012024048096,0.03607214428857715,0.03406813627254509,0.03406813627254509,0.04889305582971168,0.06246277422306734,0.0015734164510044421,0.0014950269611770377,0.03406813627254509,0.03406813627254509,29.5625,31.81428571428571,0.005281235089604283,0.0016455795427679975,0.002720459160899664,0.004571566607641855,0
0.03006012024048096,0.03607214428857715,0.03406813627254509,0.04809619238476953,0.04889305582971168,0.055409503081205784,0.0015734164510044421,0.0016460836711496266,0.03406813627254509,0.04809619238476953,29.5625,38.71428571428571,0.005281235089604283,0.007283181699893048,0.002720459160899664,0.0015989916905632718,0
0.03006012024048096,0.038076152304609215,0.03406813627254509,0.044088176352705406,0.04889305582971168,0.05259051717616551,0.0015734164510044421,0.007832803977879456,0.03406813627254509,0.044088176352705406,29.5625,34.98780487804879,0.005281235089604283,0.0026063324386756325,0.002720459160899664,0.005151819612257857,0
0.03006012024048096,0.05410821643286573,0.03406813627254509,0.04008016032064128,0.04889305582971168,0.0884734660059042,0.0015734164510044421,0.001655638237481534,0.03406813627254509,0.04008016032064128,29.5625,40.56382978723406,0.005281235089604283,0.005163956313631046,0.002720459160899664,0.005029198280456062,0
0.03006012024048096,0.044088176352705406,0.03406813627254509,0.04008016032064128,0.04889305582971168,0.07284326179846519,0.0015734164510044421,0.0016441630576872585,0.03406813627254509,0.04008016032064128,29.5625,37.33333333333333,0.005281235089604283,0.0028291680628074393,0.002720459160899664,0.005411255946193614,1
0.03006012024048096,0.03006012024048096,0.03406813627254509,0.04208416833667334,0.04889305582971168,0.05135455861889791,0.0015734164510044421,0.0010511918361977804,0.03406813627254509,0.04208416833667334,29.5625,32.77777777777778,0.005281235089604283,0.007454052409768768,0.002720459160899664,0.0014897546107057412,1
0.03006012024048096,0.028056112224448895,0.03406813627254509,0.026052104208416832,0.04889305582971168,0.051593306084382624,0.0015734164510044421,0.001180170269609001,0.03406813627254509,0.026052104208416832,29.5625,24.240740740740744,0.005281235089604283,0.000778954375298904,0.002720459160899664,0.005301890225630253,1
0.03006012024048096,0.0501002004008016,0.03406813627254509,0.044088176352705406,0.04889305582971168,0.07987424448508273,0.0015734164510044421,0.0021868960492003454,0.03406813627254509,0.044088176352705406,29.5625,41.042553191489375,0.005281235089604283,0.0031470464729443674,0.002720459160899664,0.008472392889679204,0
0.03006012024048096,0.044088176352705406,0.03406813627254509,0.044088176352705406,0.04889305582971168,0.07290373295954862,0.0015734164510044421,0.0022778276030818887,0.03406813627254509,0.044088176352705406,29.5625,38.06818181818183,0.005281235089604283,0.004059074179285177,0.002720459160899664,0.002976525424413482,0
