NB_accuracy,NB_precision,NB_recall,NB_fmeasure,NB_roc_auc,KNN_accuracy,KNN_precision,KNN_recall,KNN_fmeasure,KNN_roc_auc,MLP_accuracy,MLP_precision,MLP_recall,MLP_fmeasure,MLP_roc_auc,RF_accuracy,RF_precision,RF_recall,RF_fmeasure,RF_roc_auc,DT_accuracy,DT_precision,DT_recall,DT_fmeasure,DT_roc_auc
0.539256198347107,0.529137529137529,0.915322580645161,0.670605612998523,0.685791416074357,0.762396694214876,0.76078431372549,0.782258064516129,0.771371769383698,0.824665117550574,0.735537190082645,0.780373831775701,0.673387096774194,0.722943722943723,0.784103335155823,0.735537190082645,0.745901639344262,0.733870967741936,0.739837398373984,0.836471432476763,0.71900826446281,0.722222222222222,0.733870967741936,0.728,0.718630399125205
0.576446280991736,0.550827423167849,0.939516129032258,0.694485842026826,0.725310962274467,0.75,0.75098814229249,0.766129032258065,0.758483033932136,0.816950861126299,0.675619834710744,0.651162790697674,0.790322580645161,0.714025500910747,0.705901448879169,0.747933884297521,0.735074626865672,0.794354838709677,0.763565891472868,0.823545995079278,0.690082644628099,0.699186991869919,0.693548387096774,0.696356275303644,0.689994532531438
0.551652892561983,0.536130536130536,0.92741935483871,0.679468242245199,0.67841887643521,0.741735537190083,0.751020408163265,0.741935483870968,0.746450304259635,0.835762370147622,0.62603305785124,0.603076923076923,0.790322580645161,0.684118673647469,0.659128963914707,0.758264462809917,0.752895752895753,0.786290322580645,0.769230769230769,0.844416347731,0.737603305785124,0.75103734439834,0.729838709677419,0.740286298568507,0.737800710770913
0.549586776859504,0.535046728971963,0.923387096774194,0.677514792899408,0.70297977036632,0.772727272727273,0.765384615384615,0.80241935483871,0.783464566929134,0.842203731547294,0.727272727272727,0.7265625,0.75,0.738095238095238,0.759901243849098,0.760330578512397,0.734042553191489,0.834677419354839,0.781132075471698,0.863646459814106,0.737603305785124,0.748971193415638,0.733870967741936,0.741344195519348,0.737698195735375
0.570247933884297,0.546728971962617,0.943548387096774,0.692307692307692,0.725020503007108,0.795454545454545,0.792156862745098,0.814516129032258,0.803180914512923,0.879066429743029,0.754132231404959,0.685878962536023,0.959677419354839,0.8,0.769076339529798,0.778925619834711,0.758241758241758,0.834677419354839,0.794625719769674,0.875879920721706,0.694214876033058,0.703252032520325,0.69758064516129,0.700404858299595,0.694129305631493
0.559917355371901,0.541371158392435,0.923387096774194,0.682563338301043,0.707046200109349,0.793388429752066,0.805785123966942,0.786290322580645,0.795918367346939,0.875256287588846,0.754132231404959,0.784140969162996,0.717741935483871,0.749473684210526,0.784650082012029,0.768595041322314,0.748175182481752,0.826612903225806,0.78544061302682,0.85388190267906,0.727272727272727,0.721374045801527,0.762096774193548,0.741176470588235,0.726387370147622
0.557851239669422,0.54066985645933,0.911290322580645,0.678678678678679,0.719365090213231,0.787190082644628,0.791164658634538,0.794354838709677,0.792756539235412,0.852566293056315,0.756198347107438,0.806603773584905,0.689516129032258,0.743478260869565,0.794474439584472,0.799586776859504,0.764912280701754,0.879032258064516,0.818011257035647,0.883730863860033,0.725206611570248,0.736625514403292,0.721774193548387,0.729124236252546,0.725293876435211
0.555785123966942,0.537931034482759,0.943548387096774,0.685212298682284,0.683331055221432,0.733471074380165,0.737051792828685,0.745967741935484,0.741482965931864,0.829825041006014,0.65495867768595,0.631921824104234,0.782258064516129,0.699099099099099,0.651226763258611,0.766528925619835,0.740213523131672,0.838709677419355,0.786389413988658,0.864116320393658,0.729338842975207,0.746835443037975,0.713709677419355,0.729896907216495,0.729736194641881
0.53416149068323,0.525345622119816,0.923076923076923,0.669603524229075,0.684750909215673,0.753623188405797,0.766666666666667,0.744939271255061,0.75564681724846,0.828630000686201,0.745341614906832,0.771929824561403,0.712550607287449,0.741052631578947,0.768098538392918,0.761904761904762,0.759842519685039,0.781376518218624,0.770459081836327,0.853907911891855,0.743271221532091,0.743083003952569,0.761133603238866,0.752,0.742854937212654
0.575569358178054,0.550827423167849,0.939516129032258,0.694485842026826,0.719646533973919,0.768115942028985,0.76984126984127,0.782258064516129,0.776,0.850008579272478,0.772256728778468,0.767441860465116,0.798387096774194,0.782608695652174,0.792089910775566,0.805383022774327,0.805555555555556,0.818548387096774,0.812,0.884831846259437,0.668737060041408,0.705607476635514,0.608870967741936,0.653679653679654,0.670392930679478
