NB_accuracy,NB_precision,NB_recall,NB_fmeasure,NB_roc_auc,KNN_accuracy,KNN_precision,KNN_recall,KNN_fmeasure,KNN_roc_auc,MLP_accuracy,MLP_precision,MLP_recall,MLP_fmeasure,MLP_roc_auc,RF_accuracy,RF_precision,RF_recall,RF_fmeasure,RF_roc_auc
0.5327272727272727,0.5227722772277228,0.9428571428571428,0.6726114649681528,0.6839484126984127,0.7581818181818182,0.7597173144876325,0.7678571428571429,0.763765541740675,0.8312830687830689,0.6509090909090909,0.6456953642384106,0.6964285714285714,0.670103092783505,0.6988359788359788,0.72,0.723404255319149,0.7285714285714285,0.7259786476868327,0.8296693121693122
0.5636363636363636,0.54,0.9642857142857143,0.6923076923076923,0.7182407407407407,0.7454545454545455,0.75,0.75,0.75,0.8264285714285714,0.7127272727272728,0.6882716049382716,0.7964285714285714,0.73841059602649,0.7563822751322751,0.7254545454545455,0.749034749034749,0.6928571428571428,0.7198515769944341,0.8147685185185184
0.5381818181818182,0.5265306122448979,0.9214285714285714,0.6701298701298701,0.7028174603174603,0.7945454545454546,0.8127340823970037,0.775,0.7934186471663621,0.8365542328042328,0.7218181818181818,0.8159203980099502,0.5857142857142857,0.681912681912682,0.7712103174603174,0.7618181818181818,0.7670250896057348,0.7642857142857142,0.7656529516994633,0.8429563492063492
0.5636363636363636,0.5401606425702812,0.9607142857142857,0.6915167095115682,0.7024669312169312,0.74,0.7420494699646644,0.75,0.7460035523978686,0.8122619047619047,0.6545454545454545,0.7083333333333334,0.5464285714285714,0.6169354838709676,0.7129960317460318,0.7145454545454546,0.7320754716981132,0.6928571428571428,0.711926605504587,0.8152314814814814
0.5636363636363636,0.5401606425702812,0.9607142857142857,0.6915167095115682,0.7614748677248678,0.7763636363636364,0.7833935018050542,0.775,0.7791741472172353,0.8720767195767196,0.7,0.7832512315270936,0.5678571428571428,0.6583850931677019,0.7451058201058202,0.7745454545454545,0.7954545454545454,0.75,0.7720588235294118,0.8765608465608465
0.5563636363636364,0.5375,0.9214285714285714,0.6789473684210526,0.7134060846560846,0.7472727272727273,0.7601476014760148,0.7357142857142858,0.7477313974591652,0.8403439153439154,0.74,0.7437722419928826,0.7464285714285714,0.7450980392156864,0.7710251322751321,0.7472727272727273,0.7660377358490567,0.725,0.7449541284403669,0.8345304232804233
0.5490909090909091,0.5323886639676113,0.9392857142857143,0.6795865633074935,0.7293915343915345,0.7818181818181819,0.791970802919708,0.775,0.7833935018050542,0.8592063492063492,0.730909090909091,0.7894736842105263,0.6428571428571429,0.7086614173228346,0.7848677248677249,0.7618181818181818,0.759581881533101,0.7785714285714286,0.7689594356261024,0.8617526455026456
0.54,0.5266272189349113,0.9535714285714286,0.6785260482846251,0.7066997354497354,0.7018181818181818,0.7,0.725,0.712280701754386,0.7995238095238095,0.7327272727272728,0.7472118959107806,0.7178571428571429,0.7322404371584699,0.7528505291005291,0.7254545454545455,0.7415730337078652,0.7071428571428572,0.7239488117001828,0.826117724867725
0.5381818181818182,0.5267326732673268,0.9466192170818505,0.6768447837150128,0.6941552342272024,0.7290909090909091,0.7481203007518797,0.708185053380783,0.7276051188299818,0.8034303933111961,0.7127272727272728,0.7338403041825095,0.6868327402135231,0.7095588235294117,0.7617179748376086,0.74,0.7078313253012049,0.8362989323843416,0.766721044045677,0.8349759885697654
0.5527272727272727,0.5354969574036511,0.9395017793594306,0.6821705426356589,0.7340618343938934,0.7654545454545455,0.7923076923076923,0.7330960854092526,0.7615526802218113,0.8498061887311645,0.769090909090909,0.7961538461538461,0.7366548042704626,0.765249537892791,0.8069097355435315,0.7872727272727272,0.75,0.8754448398576512,0.8078817733990147,0.8792218444482662
